ID;Tweet;Dimension;Intensity;Description
2018-Es-03847;Hoy pinté un pantalón por primera vez. Espero no haberlo arruinado. ;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01971;"@elrubiusft5sos @HouseofCards07 Chingos de dinero y de suerte que tengo ;-;";valence;0;se infiere un estado emocional neutral or mixto
2018-Es-00911;EN SERIO TANTO ME VAS A COLGAR DIOS;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-01845;"Mi superagenda handmade me dice hoy:""Por cada minuto que estas enfadada pierdes sesenta segundos de felicidad""😀😀😀";valence;0;se infiere un estado emocional neutral or mixto
2018-Es-04358;Cuando viva sola voy a pesar 300 kg;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-06218;Tremenda pudrición tengo;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-01602;Desde ayer que vengo súper alterada y nerviosa con náuseas, y en casa me dijeron yyyy bueno MANDALE AL TILO  deja prefiero un vino;valence;-3;se infiere un estado emocional muy negativo
2018-Es-02732;[20/7 1:21] Juli: A ésta hora tendríamos que estar tomando [20/7 1:21] Juli: Chupadas [20/7 1:24] Juli: Yendonos en sangreeeee ✨FELIZ DÍA✨;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-05470;Siempre que llego a casa de noche mi perro me viene a saludar y se va corriendo a mi cama antes que llegue yo ;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-03536;y yo que solo iba a dormir un rato (? me acoste a las 7 y recien me levante ;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01490;@girlstetona Con gusto❣💦💦;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-04916;@CafeconGoles dice la web del marca que alberto ira cedido al rayo que hay de cierto en eso y si es asi entonces irian a por caro?;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-00638;Me urge un aceite de almendras ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-02996;Cada dia mas me enamoro eres mi fortuna y mi orooooo;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-01575;Es bien bonito que sea domingo y tenga calzones limpios 💚💛 siempre se me olvida lavar 😂;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-02788;@Daurreaq @OrangeSoxTeam Ponte a dieta y ready para la receptoría 😂;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-01626;como sabrá que la amas ahre estoy viendo encantada;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-05533;@UPYD @upyd_prensa @UPyDValencia  Antes de hablar de Miguel Ángel Blanco lávate la boca, @AlfonsoAznar, responde y  deja de insultar;valence;-3;se infiere un estado emocional muy negativo
2018-Es-00655;"@anablabla ""Ay no, yo también estoy triste por muchas cosas y no por eso tengo ganas de morirme mi alma""";valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-02272;Tengo un hijo y apoyo que no nos dejen entrar a todos lados con ese gritón implacable.;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-05166;que les agarro asco, en ésta última, la minita rubia, de ojos claros, resentida porque se la cogió y se fue a buscar un tesoro +;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-05103;@LauraSalgado75 Yo si decia porque se habian perdido los days ;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-04808;@FernandaZarat14 Esto si que está bien cabrón. ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-03477;@glucksburg_ Soy genial.;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-06802;Al menos ya se que no me tengo que ilusionar ;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-02535;@CastelarCibrian @ComicoNovato eso mero, provincia. Pero no te enojes, pareces perro de la calle rabioso. Anda di algo de mi avatar.;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-04223;@Sergio_616 Btw si es por BSO me quedo con la de Wonder Woman la verdad, toda una sorpresa.;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-01532;Ojalá encontrar una buena película de terror, ahora son todas más falsas que las tetas de vicky;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-03564;Más horrible no puede quedar el horario de este semestre 😤😶;valence;-3;se infiere un estado emocional muy negativo
2018-Es-04496;Que triste noticia... Mis oraciones estan con el, su familia y fans. RIP Chester Bennington  🙏🏼 😪;valence;-3;se infiere un estado emocional muy negativo
2018-Es-01263;Lcdsm tengo sueño pero no me puedo dormir 😤;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-05544;DEJEN DE PONERSE EL NOMBRE DE SEBASTIÁN Y SU FOTO QUE NO ES NADA GRACIOSO AHORA #SebastianVillalobos #PDCs #SaakTrendy #KCAMexico;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-05473;@FABIOLAROJASV Por todo, me tienen mamao, me sabe a cacho viejo Venezuela ;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-06214;@Sebass_Psi Porque soy una persona responsable, adulta, independiente, depresiva y con ganas d emorir.;valence;-3;se infiere un estado emocional muy negativo
2018-Es-00573;Tremendo sueño tenngo;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-03876;@SonyMusicLatin @PrinceRoyce @FarrukoOfficial Yeeah, Congrats baby! 😱🎉🎉🙌🙌 La espera del video valió la pena! Hiciste un excelente trabajo! 😍;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-02705;Por 10 minutos pensé que mi perro se perdió o cayó por el balcón... Fueron los peores minutos de mi vida.;valence;-3;se infiere un estado emocional muy negativo
2018-Es-01110;*Nunca tuviste tu corazón con las iniciales tuyas y de un muchacho ? -Nonon, me mataba!  *En serio me decís?  -Si obvio!  Lo más grasa;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-00732;@AzulRosito Ya lose,pero es tan lindo,y encima negrito,voy a llorar 😢;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-02691;Que la depresión no sea solamente un tema de interés cuando muera un famoso. Hablemos y escuchemos al resto, es necesario.;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-01071;porque será que no le creo una mierda a nadie soy tan desconfiada que ni en mi sombra confío.  Una mierda ser así;valence;-3;se infiere un estado emocional muy negativo
2018-Es-03339;@CarlosDonoso @AlfredoVallejos @flor_azul_64 Yo estoy pobre :(. ;valence;-3;se infiere un estado emocional muy negativo
2018-Es-01139;@IvanovickAG Yo también, super más joven que tú ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-06243;—Feliz día de la amistad, mí estúpida. @H0LYEMMS;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01008;Tendría que pensar que me está pasando pero, es que estoy cansado de pensar.;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-00391;Cualquier madre o padre sabe que lo mejor para que un hijo haga lo que quieres es decirles justamente lo contrario... #ironía;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-05146;Ansiosa y estresada estoy y no tengo tiempo para nada... pero bueno, esta ha sido mi pequeña reflexión de hoy😊 (tmb es xq me estoy leyendo +;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-03992;@CaritoAM2 @Miguellcv_17 @LDSAlvaro Totalmente cierto! Hay mucho hincha pesimista por ahí, hay que seguir creyendo #YoCreoEnNacional 💚👋;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-06507;@Genesisca7 En serio? Es bien sencillo hacerlo ;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-02573;Por qué soy tan minitahhhhh ;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-06905;Yo si que soy afortunada de las amigas que tengo, HAY QUE AGUANTARME A MI E.;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-04637;@SimbaRella40710 Jajaja nono ,solo que asi es mejor porque no se repiten ;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-05181;lo peor es que estaba cantando re emocionada y se me re cambio la voz de tristeza JAJAJA;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-01459;Estoy muy orgulloso, saben.;valence;3;se infiere un estado emocional muy positivo
2018-Es-05948;Ah borrarse del mapa😪 cansado de lo mismo, entero solo en esta vida✌ :(;valence;-3;se infiere un estado emocional muy negativo
2018-Es-00502;"SIGO LLORANDO SANGRE POR EL SUICIDIO DE CHESTER!!!! WEY!!!!! NO PUEDO!!! ;;";valence;-3;se infiere un estado emocional muy negativo
2018-Es-02368;si no me sigues pa q cotilleasssssss q pesadez;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-05921;estoy sintiendo puntadas en el ojo y lei q  era pq mi alma gemela esta llorando 😍😍;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-01692;La primera act en Derecho fue imaginar una soc sin Estado. La profesora ya va a conocer mi lado anarco 🙈 ;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-06717;Todavía tengo amigos que me quieren como soy.  ¡Feliz día del amigo!;valence;3;se infiere un estado emocional muy positivo
2018-Es-01288;@aguschimpf Upa, tremendo salto del gueymallen triple blanco a un Starbucks;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-05037;Hoy ceno café, amargo y solitario café.;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-01568;No tengas un cuerpo delgado, ten uno fuerte, rápido, ágil y en forma.;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-04457;no tienen una idea de lo orgullosa q estoy de guanlin;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-00185;Que bien me hace hablar con gente que siempre estuvo y está conmigo a pesar de todo 😌👏🏻;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-02791;@D99Radio @enjambremx @enjambremx @D99Radio Samantha Sofía Elizondo Gzz 👉👈 😅 😅😅 #SiTePreguntanSoloD99;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-01056;@armymxvotes @BTS_twt En el momento es emocionante pero despues no puedo ni ir al baño sola #BTS #ARMY #KCAMexico;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-00456;@Aleprezav Qué? Acaso me ves entretenida? 🏻‍♀️;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-03875;@ViviendodelasP un cago de risa esa escena. tambien la de burbage con molly y cuando agnes recibe a marlowe.;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-04511;Que buena onda verle sonreír a alguien cuando te saluda, tipo que te transmite la alegria.;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-05896;@Oskhar111099 Donde estaba independiente es lo que te digo!!! Cómo jugaba, eran horrible, este es el mejor independiente de los últimos años;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-02330;Estoy de suerte este otoño. ¡Se llevan los puntinos blancos sobre fondo negro!😍 Hoy añadí a mi colección un pantalón y un cinturón. #Feliz🙆;valence;3;se infiere un estado emocional muy positivo
2018-Es-03616;Estoy orgulloso de quererte romper la cabeza contra la pared;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-01721;Cansada de fracasar😂;valence;-3;se infiere un estado emocional muy negativo
2018-Es-06746;Me rechoca este wey 😠;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-06942;A @joseolivaresm le deben de estar pagando un billete por dejar en un calabozo a su hermano (hashtag #sarcasmo, pa los tapaos).;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-04514;Cuando tembló lo que recuerdo es que  estaba en el metro, mis amigos y yo nos tomamos de los brazos 💜 si eso no es amistad no se que es 😢;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-05759;#Irónico cómo las enfermeras quirúrgicas son amor y amabilidad, mientras que las de piso son odio y amargura 🙄;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01435;#FrotaLaLamparaAS definitivo este tipo Suro es cero aporte y jura que es chistoso y hay que decirlo no lo es!;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-02569;Aries, entre menos en serio te tomes el amor mejor te irá 😂;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-02503;@juanxiomiguel @Pajaropolitico Así es. Grave error.;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-01097;lo mas gracioso es q es verdad, hace 2 años no me cagaba tanto de frio;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-02443;@Lupitaaa27 @SofiaHdz1724 Jajaja i was a little but eres mi amiga no me enojo para siempre 🙄🌚;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-04115;Si me hablan no me enojo eh;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-05609;No me puedo despertar tan chistosa porque le amargo el dia al pobre @richarddigo;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-04815;El viernes se viene el frío con lluvia. Ya era necesario, ese clima me pone de buenas y cero amargado. 😀;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-03495;No consigo recordar si era en #Barcelona donde tuvieron que poner cámaras para evitar violencia desproporcionada de los Mossos #Ironía;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-06771;Nunca me a gustado ser amargado;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-01519;Y yo pensé q una estrella fugaz era una estrella muy bonita q tenía miedo de brillar, y huir lo más lejos posible. Un poco como tú, como yo.;valence;1;se infiere un estado emocional ligeramente positivo
